Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
For The Night (feat. Lil Baby & DaBaby),"Pop Smoke, Lil Baby, DaBaby",Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0PvFJmanyNQMseIFrU708S,75,2020-07-03,190476,True,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971
Save That Shit,Lil Peep,"Come Over When You're Sober, Pt. 1",33TJ52PuwenGmysJrwMGCe,0S0vWvyZ6Rc79TXkWxT9QA,2,2017-08-15,231547,True,https://open.spotify.com/track/0S0vWvyZ6Rc79TXkWxT9QA,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,106.0
Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),0qGdc7fNq9RNIPEzZufa43,2SAqBLGA283SUiwJ3xOUVI,75,2020-08-14,261493,True,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
GOTTI,6ix9ine,Day69: Graduation Day,1ubczeMvCrPHbSEjgfu4a7,27oFpFktCq9JIXjJQRuv7a,3,2018-04-10,166852,True,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a,0.728,0.584,10,-7.255,0,0.176,0.0524,0.0,0.0658,0.365,161.9
Blinding Lights,The Weeknd,After Hours,4yP0hdKOZPNshxUOjY0cZj,0VjIjW4GlUZAMYd2vXMi3b,88,2020-03-20,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.513,0.73,1,-5.94,1,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001
Shape of You,Ed Sheeran,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,7qiZfU4dY1lWllzX7mPBI3,85,2017-03-03,233713,False,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,7qEHsqek33rTcFNT9PFqLf,87,2019-05-17,182161,False,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs,3KkXRkHbMCARz0aVfEt68P,81,2018-12-14,158040,False,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,0.76,0.478,2,-5.574,1,0.0467,0.552,0.0,0.0703,0.913,89.908
As It Was,Harry Styles,Harry's House,5r36AJ6VOJtp00oxSkBZ5h,4Dvkj6JhhA12EX05fT7y2e,91,2022-05-20,167303,False,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93
Starboy,"The Weeknd, Daft Punk",Starboy,09fggMHib4YkOtwQNXEBII,5aAx2yezTd8zXrkmtKl66Z,6,2016-11-25,230453,True,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054
One Dance,"Drake, Wizkid, Kyla",Views,3hARKC8cinq3mZLLAEaBh9,1xznGGDReH1oQq0xzbwXa3,7,2016-05-06,173987,False,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",F*CK LOVE 3: OVER YOU,4bZJWQhHKJckFLJuYdvyX2,5PjdY0CKGZdEuoNab3yDmX,31,2021-07-23,141806,True,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928
Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0UywfDKYlyiu1b38DRrzYD,2XU0oxnq2qxCpomAAuJY8K,74,2019-10-17,209438,False,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027
Believer,Imagine Dragons,Evolve,5GlPAy2PRJW06GVFhKwGTl,0CcQNd8CINkwQfe1RDtGV6,6,2017-06-23,204347,False,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982
Heat Waves,Glass Animals,Heat Waves,69K1zrf6TkXHdYUO8n2qVi,6CDzDgIUqeDY5g8ujExx2f,13,2020-06-29,238805,False,https://open.spotify.com/track/6CDzDgIUqeDY5g8ujExx2f,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
Perfect,Ed Sheeran,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,0tgVpDi06FyKpA1z0VMD4v,85,2017-03-03,263400,False,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05
rockstar,"Post Malone, 21 Savage",rockstar,4AabsQ6plH3OmdE6BWI04j,7wGoVu4Dady5GV0Sv4UIsx,7,2017-09-15,218320,True,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772
Sweater Weather,The Neighbourhood,I Love You.,4xkM0BwLM9H2IUcbYzpcBI,2QjOHCTQ1Jl3zawyYOpxh6,90,2013-04-19,240400,False,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
Shine On,3face & Cee,Shine On,5Dxhv6E45Fi7sPy0KyPtJf,7ccfgNoKzQf4q7oHVUydNr,29,2024-05-17,130867,False,https://open.spotify.com/track/7ccfgNoKzQf4q7oHVUydNr,0.823,0.651,8,-5.777,1,0.0492,0.148,1.09e-05,0.0437,0.922,107.982
Closer,"The Chainsmokers, Halsey",Closer,0rSLgV8p5FzfnqlEk4GzxE,7BKLCZ1jbUBVqRi2FVlTVw,85,2016-07-29,244960,False,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01
Say You Won't Let Go,James Arthur,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,5uCax9HTNlzGybIStD3vDh,87,2016-10-28,211467,False,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043
Choke,82MAJOR,BEAT by 82,5PNr1szmjWGuXxHAesSljM,5fvQ0kElOryRWFaXQMORqT,56,2024-04-29,183160,False,https://open.spotify.com/track/5fvQ0kElOryRWFaXQMORqT,0.873,0.723,6,-3.846,1,0.146,0.0567,0.0,0.0913,0.547,106.009
lovely (with Khalid),"Billie Eilish, Khalid",lovely (with Khalid),2sBB17RXTamvj7Ncps15AK,0u2P5u6lvoDfwTYjAADbn4,87,2018-04-19,200186,False,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284
Señorita,"Shawn Mendes, Camila Cabello",Señorita,2ZaX1FdZCwchXl1QZiD4O4,0TK2YIli7K1leLovkQiNik,76,2019-06-21,190960,False,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947
Watermelon Sugar,Harry Styles,Fine Line,7xV2TzoaVc0ycW7fwBwAml,6UelLqGlWMcVH1E5c4H7lY,87,2019-12-13,174000,False,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
Don't Start Now,Dua Lipa,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,3PfIrDoz19wz7qK7tYeu62,82,2020-03-27,183290,False,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95
LOOP (feat. Lil Cherry),"Yves, Lil Cherry",LOOP,1j8kzYnKuztDWliT8V8Qto,1JNsKjaCFgTxjP3EkKfYZo,64,2024-05-29,163480,True,https://open.spotify.com/track/1JNsKjaCFgTxjP3EkKfYZo,0.875,0.526,5,-6.875,0,0.232,0.0736,7.66e-05,0.227,0.672,127.976
Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,6RUKPb4LETWmmr3iAEQktW,87,2017-04-07,247160,False,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,285pBltuF7vW8TeWk8hdRR,82,2018-12-10,239836,True,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
Take Me To Church,Hozier,Hozier (Special Edition),6bcl0ZcPJWJtyuRsOyhvfv,2EiGECydkS2M8OCcRHQZhT,6,2014-11-06,241688,False,https://open.spotify.com/track/2EiGECydkS2M8OCcRHQZhT,0.456,0.67,7,-5.212,1,0.0574,0.588,0.0,0.116,0.405,128.632
God's Plan,Drake,Scary Hours,2YDNDwQvsU0njt7Kq0xNRY,6T8cJz5lAqGer9GUHGyelE,6,2018-01-20,198960,True,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE,0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179
Riptide,Vance Joy,Dream Your Life Away,6rIbiUMmZJfqJRnXhVxFvg,7yq4Qj7cqayVTp3FF9CWbm,83,2014-09-08,204280,False,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654
Photograph,Ed Sheeran,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,1HNkqx9Ahdgi1Ixy2xkKkL,82,2014-06-21,258987,False,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989
Centipede,Sophia Sheth,STARDUST,1RJcL2pCjF8CobiOAz9JAg,2njqJpdpw6df0H57CRT1tj,39,2024-05-10,189356,False,https://open.spotify.com/track/2njqJpdpw6df0H57CRT1tj,0.583,0.544,7,-9.725,1,0.0344,0.00991,9.71e-06,0.151,0.322,130.025
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,2Fxmhks0bxGSBdJ92vM42m,81,2019-03-29,194088,False,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128
Walk On Water,Carl Runefelt,Walk On Water,5VXFYu4AMlrL2gzeyGH0jR,5KSv8mtBNr8CAMxZv6n000,38,2012-04-23,238080,False,https://open.spotify.com/track/5KSv8mtBNr8CAMxZv6n000,0.594,0.792,9,-5.33,0,0.0281,0.000682,0.0,0.343,0.578,124.973
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,34gCuhDGsG4bRPIf9bb02f,80,2014-06-21,281560,False,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998
Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (2011 Remaster),1GbtB4zTqAsyfZEsm1RZfx,4u7EnebtmKWzUH433cf5Qv,79,1975-11-21,354320,False,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,0.411,0.404,0,-9.928,0,0.0511,0.271,0.0,0.3,0.226,71.068
In the Morning,SOHM,Sohm,4zJtooSNOAES2szdCeoC0r,2A0P42oaukfwsBgQhJ5GS4,36,2022-06-22,186352,False,https://open.spotify.com/track/2A0P42oaukfwsBgQhJ5GS4,0.545,0.357,1,-9.504,1,0.0289,0.985,0.824,0.131,0.218,111.097
Circles,Post Malone,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,21jGcNKet2qwijlDFuPiPb,85,2019-09-06,215280,False,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042
Counting Stars,OneRepublic,Native,1Cm6wsvnTlOXrfI9PkD8i4,5edBgVtRD0fvWk140Sl21T,6,2013-01-01,257267,False,https://open.spotify.com/track/5edBgVtRD0fvWk140Sl21T,0.662,0.71,1,-4.945,0,0.0364,0.0603,0.0,0.119,0.465,121.979
Shallow,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,4sLtOBOzn4s3GDUv3c5oJD,2VxeLyX666F8uXCJ0dZF8B,83,2018-10-05,215733,False,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,0.577,0.385,7,-6.362,1,0.03,0.371,0.0,0.231,0.331,95.82
Another Love,Tom Odell,Long Way Down (Deluxe),0Gf1yE895FKK4YWVRuAeg8,3JvKfv6T31zO0ini8iNItO,88,2013-06-24,244360,True,https://open.spotify.com/track/3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769
My Goodbye,Dalles Jacobus,My Goodbye,3suDYVPaCu7etMsJgvfrL6,4kFyIJl5rdoO4z7W73rQsr,14,2024-05-22,219965,True,https://open.spotify.com/track/4kFyIJl5rdoO4z7W73rQsr,0.362,0.679,1,-5.848,0,0.108,0.163,0.0,0.522,0.414,81.7
Love Yourself,Justin Bieber,Purpose (Deluxe),7fZH0aUAjY3ay25obOUf2a,3hB5DgAiMAQ4DzYbsMq1IT,6,2015-11-13,233720,False,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,6gBFPUFcJLzWGx4lenP6h2,86,2016-09-16,243837,True,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",The Heist,76FXHQhTuT4QMIxfL09gX8,3bidbhpOYeV4knp8AIu8Xn,79,2012-10-09,258343,False,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078
Thunder,Imagine Dragons,Evolve,5GlPAy2PRJW06GVFhKwGTl,0tKcYR2II1VCQWT79i5NrW,6,2017-06-23,187147,False,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88
Man On the Moon,The Hourglass Effect,The Hourglass Effect,5jdK4MmmRFVWfx64Q4NWvD,2V5Kycr8uGnAA9kHCCnogd,43,2021-11-12,241520,False,https://open.spotify.com/track/2V5Kycr8uGnAA9kHCCnogd,0.455,0.686,5,-7.037,0,0.0328,0.0436,0.000242,0.137,0.427,132.563
All of Me,John Legend,Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,3U4isOIWM3VvDubwSI3y7a,85,2013-08-30,269560,False,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93
Wake Me Up - Radio Edit,Avicii,True,02h9kO2oLKnLtycgbElKsw,6g1NlCpW7fgqDnWbCCDrHl,6,2013-01-01,247427,False,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
Stressed Out,Twenty One Pilots,Blurryface,3cQO7jp5S9qLBoIVtbkSM1,3CRDbSIZ4r5MsZ0YwxuEkn,84,2015-05-15,202333,False,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
The Hills,The Weeknd,Beauty Behind The Madness,28ZKQMoNBB0etKXZ97G2SN,25khomWgBVamSdKw7hzm3l,6,2015-08-28,242253,True,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,0.356,0.567,0,-7.011,0,0.0798,0.0861,0.0,0.137,0.109,135.553
Coconut Water,Jake Brantley,Coconut Water,1wnBAhjl2OszUmWLxXDkMV,0iPsZ3gq7T0tSO7H25i6yA,1,2024-05-24,180272,False,https://open.spotify.com/track/0iPsZ3gq7T0tSO7H25i6yA,0.635,0.887,7,-4.674,1,0.0435,0.0312,0.0,0.73,0.492,127.977
Yellow,Coldplay,Parachutes,6ZG5lRT77aJ3btmArcykra,3AJwUDP919kvQ9QcozQPxg,88,2000-07-10,266773,False,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
Demons,Imagine Dragons,Night Visions (Deluxe),1vAEF8F0HoRFGiYOEeJXHW,2Oehrcv4Kov0SuIgWyQY9e,6,2012-09-04,175200,False,https://open.spotify.com/track/2Oehrcv4Kov0SuIgWyQY9e,0.327,0.71,3,-2.928,1,0.0547,0.202,9e-05,0.28,0.416,179.561
7 rings,Ariana Grande,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,6ocbgoVGwYJhOv1GgI9NsF,82,2019-02-08,178627,True,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1,-10.732,0,0.308,0.591,0.0,0.0881,0.33,139.848
Die For You,The Weeknd,Starboy,2ODvWsOgouMbaA5xf0RkJe,2Ch7LmS7r2Gy2kc64wv3Bz,79,2016-11-25,260253,False,https://open.spotify.com/track/2Ch7LmS7r2Gy2kc64wv3Bz,0.586,0.525,1,-7.163,0,0.0616,0.111,0.0,0.134,0.507,133.63
Sparkling Moments,About Paul,Sparkling Moments,0Vj94OxCj7AnfR6OehfA0t,5iWPzh6dN9lj4yl3ZdVdnO,14,2023-02-27,240828,False,https://open.spotify.com/track/5iWPzh6dN9lj4yl3ZdVdnO,0.719,0.271,5,-12.046,1,0.0377,0.201,0.8,0.0855,0.578,150.09
Let Her Go,Passenger,All The Little Lights,2mylGx7w2Q3yhUyN8iEWOF,7DFNE7NO0raLIUbgzY2rzm,8,2012-11-05,252867,False,https://open.spotify.com/track/7DFNE7NO0raLIUbgzY2rzm,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089
No Role Modelz,J. Cole,2014 Forest Hills Drive,0UMMIkurRUmkruZ3KGBLtG,68Dni7IE4VyPkTOH9mRWHr,86,2014-12-09,292799,True,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028
HUMBLE.,Kendrick Lamar,DAMN.,7wbJhbCvhPfbK1CLAkpq25,7ujx3NYtwO2LkmKGz59mXp,6,2017-04-14,177000,True,https://open.spotify.com/track/7ujx3NYtwO2LkmKGz59mXp,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018
SAD!,XXXTENTACION,?,2Ti79nwTsont5ZHfdxIzAm,3ee8Jmje8o58CHK66QrVC2,80,2018-03-16,166606,True,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023
Paper Chase / Runaway,Datkid Smoove,Last Year Was Hard 4 Me,2CIufuxnRRu3z4tDLI7eVe,7CWrbrx2quIiBUuE9gCxyA,28,2022-04-15,270968,True,https://open.spotify.com/track/7CWrbrx2quIiBUuE9gCxyA,0.585,0.624,11,-8.794,1,0.416,0.351,1.78e-06,0.221,0.328,160.056
Lose Yourself,Eminem,SHADYXV,3CjuTytLZz3G9znXt2rJgU,7MJQ9Nfxzh8LPZ9e9u68Fq,70,2014-11-24,320627,True,https://open.spotify.com/track/7MJQ9Nfxzh8LPZ9e9u68Fq,0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403
Jocelyn Flores,XXXTENTACION,17,5VdyJkLe3yvOs0l4xXbWp0,7m9OqQk4RVRkw9JJdeAw96,81,2017-08-25,119133,True,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021
Do I Wanna Know?,Arctic Monkeys,AM,78bpIziExqiI9qztvNFlQu,5FVd6KXrgO9B3JPmC8OPst,85,2013-09-09,272394,False,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03
drivers license,Olivia Rodrigo,SOUR,6s84u2TUpR3wdUv4NgKA2j,5wANPM4fQCJwkGd4rN57mH,84,2021-05-21,242013,True,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875
Lele,Bori,Lagos Proverbs,5DSHAnSVvY4kYK2M0VgduY,7lplCFDdu5yMvxsMA7kR0M,23,2024-05-31,160696,False,https://open.spotify.com/track/7lplCFDdu5yMvxsMA7kR0M,0.7,0.58,1,-8.164,1,0.0478,0.283,0.0,0.0717,0.809,114.982
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),7GEzhoTiqcPYkOprWQu581,7ef4DlsgrMEH11cDZd32M6,85,2018-04-06,214847,False,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
I Wanna Be Yours,Arctic Monkeys,AM,78bpIziExqiI9qztvNFlQu,5XeFesFbtLpXzIVDNQP22n,91,2013-09-09,183956,False,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528
Mr. Brightside,The Killers,Hot Fuss,4piJq7R3gjUOxnYs6lDCTg,003vvx7Niy0yvhvHt4a68B,86,2004,222973,False,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033
good 4 u,Olivia Rodrigo,SOUR,6s84u2TUpR3wdUv4NgKA2j,4ZtFanR9U6ndgddUvNcjcG,83,2021-05-21,178147,True,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928
No Signal,Baba Desta,No Signal,1fjinFZmwSOrLcI7H17o7Y,6Ll3jCiBJWCBmpHhv5FDAY,0,2024-05-31,137404,False,https://open.spotify.com/track/6Ll3jCiBJWCBmpHhv5FDAY,0.791,0.348,5,-13.785,0,0.0744,0.0568,0.0,0.107,0.406,104.991
Cruel Summer,Taylor Swift,Lover,1NAmidJlEaVgA3MpcPFYGq,1BxfuPKGuaTgP7aM0Bbdwr,93,2019-08-23,178427,False,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994
Treat You Better,Shawn Mendes,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,48DKpTEVJ2pAjxQbWTad3q,56,2017-04-20,187973,False,https://open.spotify.com/track/48DKpTEVJ2pAjxQbWTad3q,0.443,0.82,10,-4.091,0,0.34,0.107,0.0,0.107,0.771,82.697
Let Me Love You,"DJ Snake, Justin Bieber",Encore,02sEJTj1sye1JaqxqpcSCp,0lYBSQXN6rCTvUZvg9S0lU,83,2016-08-05,205947,False,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67e-05,0.135,0.159,199.892
Happier,"Marshmello, Bastille",Happier,78EicdHZr5XBWD7llEZ1Jh,2dpaYNEQHiRxtZbfNsse99,16,2018-08-17,214290,False,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011
SICKO MODE,Travis Scott,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2xLMifQCjDGFmkHkpNLD9h,82,2018-08-03,312820,True,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008
Without Me,Eminem,The Eminem Show,2cWBwpqMsDJC1ZUwz813lo,7lQ8MOhq6IN2w8EYcFNSUk,87,2002-05-26,290320,True,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238
XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,7GX5flRQZVHRAGd6B4TmDO,81,2017-08-25,182707,True,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096
When I Was Your Man,Bruno Mars,Unorthodox Jukebox,4xWulj18AGahlyuZPulaGe,0B7wvvmu9EISAwZnOpjhNI,50,2012-12-05,213827,False,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI,0.601,0.271,0,-8.688,1,0.0403,0.937,0.0,0.144,0.411,145.494
New Rules,Dua Lipa,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,2ekn2ttSfGqwhhate0LSR0,81,2017-06-02,209320,False,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,1CEODgTmTwLyabvwd7HBty,1mea3bSkSGXuIRvnydlB5b,85,2008-05-26,242373,False,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
Sorry,Justin Bieber,Purpose (Deluxe),7fZH0aUAjY3ay25obOUf2a,69bp2EbF7Q2rqc5N3ylezZ,6,2015-11-13,200787,False,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
